epoch,step,train_loss_epoch,train_loss_step
849,7649,15.473052024841309,
850,7658,15.408971786499023,
851,7667,15.449179649353027,
852,7676,15.17970085144043,
853,7685,15.239947319030762,
854,7694,15.191376686096191,
855,7699,,17.120506286621094
855,7703,15.272180557250977,
856,7712,15.300671577453613,
857,7721,15.294645309448242,
858,7730,15.370862007141113,
859,7739,15.52467155456543,
860,7748,15.387346267700195,
861,7749,,16.310142517089844
861,7757,15.554312705993652,
862,7766,15.330954551696777,
863,7775,15.316679954528809,
864,7784,15.353440284729004,
865,7793,15.292272567749023,
866,7799,,13.743668556213379
866,7802,15.435649871826172,
867,7811,15.274247169494629,
868,7820,15.396183967590332,
869,7829,15.338153839111328,
870,7838,15.528543472290039,
871,7847,15.31125545501709,
872,7849,,15.772544860839844
872,7856,15.3114013671875,
873,7865,15.475729942321777,
874,7874,15.507257461547852,
875,7883,15.569421768188477,
876,7892,15.354965209960938,
877,7899,,15.281715393066406
877,7901,15.466833114624023,
878,7910,15.379887580871582,
879,7919,15.377635955810547,
880,7928,15.410721778869629,
881,7937,15.54161262512207,
882,7946,15.277013778686523,
883,7949,,15.162912368774414
883,7955,15.387744903564453,
884,7964,15.329144477844238,
885,7973,15.318594932556152,
886,7982,15.307522773742676,
887,7991,15.441755294799805,
888,7999,,14.876909255981445
888,8000,15.454050064086914,
889,8009,15.360363960266113,
890,8018,15.345685958862305,
891,8027,15.269957542419434,
892,8036,15.394038200378418,
893,8045,15.383135795593262,
894,8049,,13.460824966430664
894,8054,15.287076950073242,
895,8063,15.539036750793457,
896,8072,15.453163146972656,
897,8081,15.277106285095215,
898,8090,15.575122833251953,
899,8099,,16.331846237182617
899,8099,15.203932762145996,
900,8108,15.370466232299805,
901,8117,15.338308334350586,
902,8126,15.219690322875977,
903,8135,15.326621055603027,
904,8144,15.593938827514648,
905,8149,,15.657309532165527
905,8153,15.310150146484375,
906,8162,15.334794044494629,
907,8171,15.262121200561523,
908,8180,15.393263816833496,
909,8189,15.497424125671387,
910,8198,15.285811424255371,
911,8199,,14.829510688781738
911,8207,15.526900291442871,
912,8216,15.408087730407715,
913,8225,15.105865478515625,
914,8234,15.612602233886719,
915,8243,15.34279727935791,
916,8249,,14.928506851196289
916,8252,15.22091293334961,
917,8261,15.609314918518066,
918,8270,15.492581367492676,
919,8279,15.656219482421875,
920,8288,15.130584716796875,
